Date,Time,Nitrogen dioxide,Status
01/03/2021,01:00:00,16.02399,V ugm-3
01/03/2021,02:00:00,9.57537,V ugm-3
01/03/2021,03:00:00,7.07802,V ugm-3
01/03/2021,04:00:00,10.77325,V ugm-3
01/03/2021,05:00:00,13.11161,V ugm-3
01/03/2021,06:00:00,20.44714,V ugm-3
01/03/2021,07:00:00,29.91144,V ugm-3
01/03/2021,08:00:00,32.30156,V ugm-3
01/03/2021,09:00:00,24.96252,V ugm-3
01/03/2021,10:00:00,24.52451,V ugm-3
01/03/2021,11:00:00,16.57012,V ugm-3
01/03/2021,12:00:00,15.89376,V ugm-3
01/03/2021,13:00:00,17.91519,V ugm-3
01/03/2021,14:00:00,21.34908,V ugm-3
01/03/2021,15:00:00,22.28391,V ugm-3
01/03/2021,16:00:00,23.96603,V ugm-3
01/03/2021,17:00:00,28.19098,V ugm-3
01/03/2021,18:00:00,37.8278,V ugm-3
01/03/2021,19:00:00,36.32491,V ugm-3
